Id,Name,Tier__c,CustomerPriority__c,SLA__c,Industry,Region__c,ContractStatus__c,ContractStartDate__c,ContractEndDate__c,AnnualContractValue__c,ProductLine__c,CreatedDate,BillingCountry,NumberOfEmployees,Website,AccountSource
001000000000000897,BlueByte Co,SMB,Low,Gold,Biotech,NA-East,Active,2025-10-07,2026-10-07,42863,Data Sync,2021-12-03,SG,3755,www.bluebyte.com,Outbound
001000000000000898,CascadeAnalytics Solutions,SMB,High,Silver,Logistics,NA-East,Active,2025-08-26,2026-08-26,28516,AI Studio,2021-01-11,JP,28399,www.cascadeanalytics.com,Inbound
001000000000000899,SableGrid Co,SMB,Low,Silver,Public Sector,NA-East,Active,2026-07-13,2027-07-13,13132,Analytics Suite,2019-11-17,AU,31748,www.sablegrid.com,Event
001000000000000900,QuantumMicro Industries,SMB,Medium,Platinum,Biotech,APAC,Active,2025-09-12,2026-09-12,51637,Core Platform,2024-01-28,AU,7613,www.quantummicro.com,Partner
001000000000000901,OrchardByte Solutions,Enterprise,High,Bronze,Energy,NA-West,Active,2026-11-25,2027-11-25,1119551,AI Studio,2023-07-20,JP,952,www.orchardbyte.com,Inbound
001000000000000902,HarborDigital Technologies,SMB,Low,Platinum,Retail,NA-West,Active,2025-09-15,2026-09-15,26687,Core Platform,2023-11-13,AU,26006,www.harbordigital.com,Partner
001000000000000903,SterlingTech Global,Enterprise,Medium,Platinum,Manufacturing,NA-East,Active,2025-11-19,2026-11-19,1132826,Data Sync,2023-02-02,US,48952,www.sterlingtech.com,Inbound
001000000000000904,LarkSystems Systems,Enterprise,High,Silver,Telecom,EMEA,Active,2025-07-30,2026-07-30,179840,Data Sync,2020-03-05,UK,10557,www.larksystems.com,Partner
001000000000000905,PacificSystems Partners,SMB,Low,Silver,Healthcare,NA-West,Active,2025-08-06,2026-08-06,34767,Analytics Suite,2023-04-10,JP,44354,www.pacificsystems.com,Event
001000000000000906,PacificStream Group,Enterprise,High,Bronze,Retail,LATAM,Active,2025-07-17,2026-07-17,782936,Analytics Suite,2022-02-03,DE,1652,www.pacificstream.com,Inbound
001000000000000907,MapleByte Industries,Enterprise,Medium,Bronze,Energy,LATAM,Active,2025-09-26,2026-09-26,249034,AI Studio,2021-10-01,FR,2754,www.maplebyte.com,Partner
001000000000000908,CobaltGrid Technologies,SMB,High,Bronze,Biotech,LATAM,Active,2025-09-05,2026-09-05,21183,Analytics Suite,2021-07-15,UK,10651,www.cobaltgrid.com,Event
001000000000000909,AuroraPulse LLC,Enterprise,Low,Silver,Manufacturing,EMEA,Expired,2025-06-27,2026-06-27,545387,Data Sync,2025-01-03,JP,45391,www.aurorapulse.com,Outbound
001000000000000910,PioneerByte Corp,Enterprise,High,Gold,Biotech,NA-West,Expired,2024-09-29,2025-09-29,385363,Analytics Suite,2021-12-25,DE,44517,www.pioneerbyte.com,Inbound
001000000000000911,NovaVision Industries,SMB,Medium,Gold,Logistics,APAC,Active,2026-05-09,2027-05-09,64546,AI Studio,2019-11-18,UK,7295,www.novavision.com,Event
001000000000000912,CedarLink Inc,Enterprise,High,Silver,Telecom,LATAM,Expired,2024-09-25,2025-09-25,773078,Data Sync,2022-04-03,FR,855,www.cedarlink.com,Inbound
001000000000000913,GraniteData Corp,Enterprise,High,Silver,Technology,NA-West,Active,2025-07-20,2026-07-20,380333,Core Platform,2022-12-28,FR,44507,www.granitedata.com,Outbound
001000000000000914,GraniteData Inc,SMB,Medium,Bronze,Manufacturing,NA-West,Expired,2024-11-18,2025-11-18,33829,Analytics Suite,2024-11-21,IN,2628,www.granitedata.com,Event
001000000000000915,AtlasWave Partners,SMB,Low,Platinum,Public Sector,LATAM,Active,2025-10-14,2026-10-14,15695,Analytics Suite,2022-07-29,AU,4797,www.atlaswave.com,Event
001000000000000916,SilverVision LLC,Enterprise,Low,Gold,Healthcare,APAC,Active,2025-11-20,2026-11-20,866273,Edge Connect,2024-07-20,US,26345,www.silvervision.com,Partner
001000000000000917,VertexSphere Global,Enterprise,Medium,Gold,Financial Services,LATAM,Active,2025-09-29,2026-09-29,661315,Data Sync,2024-01-28,US,20736,www.vertexsphere.com,Outbound
001000000000000918,IronSphere Corp,SMB,Medium,Gold,Manufacturing,NA-East,Active,2025-10-02,2026-10-02,26491,Edge Connect,2021-05-18,IN,39805,www.ironsphere.com,Outbound
001000000000000919,RidgeNetworks Global,SMB,Medium,Gold,Public Sector,APAC,Active,2025-10-31,2026-10-31,52637,Core Platform,2022-12-26,SG,586,www.ridgenetworks.com,Outbound
001000000000000920,SterlingPulse Industries,Enterprise,High,Gold,Financial Services,NA-East,Active,2026-08-29,2027-08-29,931742,Core Platform,2023-12-03,JP,59168,www.sterlingpulse.com,Inbound
001000000000000921,Helios Analytics Technologies,Enterprise,High,Gold,Manufacturing,NA-East,Active,2026-05-08,2027-05-08,804608,Edge Connect,2024-07-04,SG,40176,www.helios.com,Event
001000000000000922,CascadeMetric Group,Enterprise,Medium,Gold,Public Sector,NA-East,Active,2025-10-06,2026-10-06,527694,Core Platform,2019-11-27,AU,1723,www.cascademetric.com,Event
001000000000000923,ApexLink Co,SMB,High,Gold,Energy,EMEA,Active,2025-10-13,2026-10-13,26462,AI Studio,2023-06-22,BR,42135,www.apexlink.com,Inbound
001000000000000924,MaplePulse Systems,SMB,High,Gold,Manufacturing,NA-East,Expired,2025-04-04,2026-04-04,9953,Core Platform,2021-11-08,BR,56920,www.maplepulse.com,Event
001000000000000925,TitanWorks Partners,Enterprise,Medium,Platinum,Technology,NA-East,Active,2025-11-10,2026-11-10,895368,Edge Connect,2024-12-21,US,1153,www.titanworks.com,Event
001000000000000926,BeaconSystems Solutions,Enterprise,High,Gold,Manufacturing,LATAM,Active,2025-10-23,2026-10-23,600121,Edge Connect,2019-12-30,US,5950,www.beaconsystems.com,Inbound
001000000000000927,TitanMetric Inc,Enterprise,Medium,Silver,Manufacturing,APAC,Active,2026-10-13,2027-10-13,1145642,Analytics Suite,2020-12-12,US,30187,www.titanmetric.com,Outbound
001000000000000928,Meridian Works Corp,Enterprise,High,Silver,Logistics,EMEA,Expired,2025-07-02,2026-07-02,539525,Data Sync,2021-11-14,FR,41497,www.meridian.com,Partner
001000000000000929,VanguardLabs Corp,Enterprise,Low,Platinum,Manufacturing,LATAM,Active,2026-05-12,2027-05-12,455088,AI Studio,2020-06-21,SG,31232,www.vanguardlabs.com,Event
001000000000000930,UnionGrid Solutions,Enterprise,Medium,Silver,Healthcare,EMEA,Expired,2025-04-28,2026-04-28,722222,Analytics Suite,2022-10-26,IN,17899,www.uniongrid.com,Inbound
001000000000000931,DeltaLabs Industries,Enterprise,High,Platinum,Manufacturing,APAC,Active,2025-10-13,2026-10-13,979488,Core Platform,2022-12-03,UK,28543,www.deltalabs.com,Event
001000000000000932,BeaconFabric Group,Enterprise,Medium,Gold,Manufacturing,APAC,Active,2025-09-23,2026-09-23,824951,Data Sync,2024-03-12,UK,47489,www.beaconfabric.com,Inbound
001000000000000933,QuantumTech LLC,SMB,Medium,Gold,Manufacturing,LATAM,Expired,2025-06-24,2026-06-24,49266,Analytics Suite,2023-09-10,FR,52277,www.quantumtech.com,Partner
001000000000000934,AtlasCompute Co,SMB,High,Platinum,Telecom,NA-East,Expired,2024-10-29,2025-10-29,29676,Analytics Suite,2024-09-15,DE,55863,www.atlascompute.com,Inbound
001000000000000935,Helios Labs Group,SMB,High,Silver,Media,LATAM,Active,2025-07-24,2026-07-24,52247,Data Sync,2024-08-10,FR,50492,www.helios.com,Inbound
001000000000000936,GraniteLink Technologies,Enterprise,Low,Gold,Biotech,EMEA,Expired,2024-11-29,2025-11-29,659310,Analytics Suite,2021-02-24,IN,59184,www.granitelink.com,Event
001000000000000937,KeystoneMetric Technologies,Enterprise,Medium,Platinum,Retail,LATAM,Active,2026-10-27,2027-10-27,1075605,Edge Connect,2019-06-27,DE,55444,www.keystonemetric.com,Partner
001000000000000938,SilverGrid Co,SMB,High,Silver,Logistics,NA-West,Active,2026-01-24,2027-01-24,8468,Analytics Suite,2022-01-05,FR,25346,www.silvergrid.com,Outbound
001000000000000939,EmeraldWave Technologies,Enterprise,High,Silver,Energy,APAC,Active,2026-06-20,2027-06-20,1152341,Core Platform,2024-06-28,IN,31928,www.emeraldwave.com,Outbound
001000000000000940,SummitTech Holdings,Enterprise,Medium,Bronze,Biotech,NA-West,Active,2025-12-31,2026-12-31,434872,Core Platform,2022-10-18,IN,34133,www.summittech.com,Inbound
001000000000000941,EmeraldMicro Solutions,SMB,High,Bronze,Education,APAC,Active,2025-08-02,2026-08-02,43771,Data Sync,2024-09-28,DE,39726,www.emeraldmicro.com,Event
001000000000000942,SterlingByte Systems,Enterprise,Low,Bronze,Manufacturing,APAC,Expired,2025-04-17,2026-04-17,645468,Data Sync,2020-09-26,FR,4618,www.sterlingbyte.com,Partner
001000000000000943,CedarWorks Partners,Enterprise,Medium,Gold,Education,EMEA,Active,2025-08-31,2026-08-31,132805,AI Studio,2023-06-01,AU,31842,www.cedarworks.com,Outbound
001000000000000944,CascadeWave LLC,Enterprise,Low,Silver,Manufacturing,NA-West,Active,2026-04-20,2027-04-20,680552,Analytics Suite,2024-11-28,JP,7221,www.cascadewave.com,Event
001000000000000945,SummitSignal Corp,Enterprise,Medium,Silver,Biotech,APAC,Expired,2025-04-09,2026-04-09,433526,Core Platform,2025-03-31,UK,44388,www.summitsignal.com,Inbound
001000000000000946,SilverMicro Global,Enterprise,High,Bronze,Public Sector,EMEA,Expired,2024-12-09,2025-12-09,723462,Analytics Suite,2022-11-10,UK,36356,www.silvermicro.com,Event
001000000000000947,ApexWorks Systems,Enterprise,High,Platinum,Energy,APAC,Active,2025-07-16,2026-07-16,560892,Data Sync,2021-02-09,DE,27556,www.apexworks.com,Outbound
001000000000000948,LarkWorks Industries,SMB,High,Silver,Manufacturing,EMEA,Active,2026-06-09,2027-06-09,59564,Data Sync,2024-11-08,AU,40811,www.larkworks.com,Partner
001000000000000949,TitanLink Holdings,Enterprise,High,Silver,Manufacturing,EMEA,Active,2026-08-06,2027-08-06,351381,Analytics Suite,2022-12-07,JP,20656,www.titanlink.com,Outbound
001000000000000950,SilverCore Technologies,Enterprise,High,Silver,Technology,APAC,Expired,2025-05-11,2026-05-11,391927,Analytics Suite,2023-10-18,FR,11685,www.silvercore.com,Partner
001000000000000951,BeaconCore Systems,SMB,High,Platinum,Manufacturing,NA-East,Active,2026-01-03,2027-01-03,63393,Edge Connect,2022-04-14,DE,26844,www.beaconcore.com,Event
001000000000000952,OrchardWave Inc,Enterprise,Low,Gold,Public Sector,NA-East,Active,2026-01-19,2027-01-19,143689,Analytics Suite,2021-06-17,JP,7923,www.orchardwave.com,Inbound
001000000000000953,BeaconLogic Partners,Enterprise,High,Silver,Media,NA-East,Active,2025-12-07,2026-12-07,543766,Analytics Suite,2020-02-29,DE,29559,www.beaconlogic.com,Partner
001000000000000954,AtlasCloud Global,Enterprise,High,Gold,Technology,EMEA,Active,2025-07-28,2026-07-28,726793,Data Sync,2023-05-14,DE,17100,www.atlascloud.com,Outbound
001000000000000955,KeystoneWorks Inc,Enterprise,High,Gold,Logistics,EMEA,Active,2025-12-28,2026-12-28,1155652,Core Platform,2019-09-05,AU,35811,www.keystoneworks.com,Outbound
001000000000000956,CobaltTech Global,SMB,Low,Silver,Retail,NA-West,Active,2025-10-23,2026-10-23,61071,Edge Connect,2023-07-06,JP,40269,www.cobalttech.com,Inbound
001000000000000957,IronAnalytics Industries,Enterprise,Medium,Gold,Retail,LATAM,Active,2026-09-14,2027-09-14,828874,Data Sync,2020-08-11,BR,43777,www.ironanalytics.com,Outbound
001000000000000958,BeaconSphere Industries,SMB,Medium,Silver,Logistics,APAC,Active,2025-12-23,2026-12-23,9026,Core Platform,2023-06-12,BR,46488,www.beaconsphere.com,Inbound
001000000000000959,QuantumStream Co,Enterprise,Low,Bronze,Logistics,NA-West,Active,2025-08-10,2026-08-10,1001898,AI Studio,2023-12-21,DE,26087,www.quantumstream.com,Partner
001000000000000960,RidgeDigital Group,SMB,Low,Silver,Technology,EMEA,Active,2026-09-28,2027-09-28,41295,Core Platform,2019-12-24,UK,36306,www.ridgedigital.com,Inbound
001000000000000961,OrchardVision LLC,SMB,Medium,Platinum,Financial Services,NA-East,Active,2025-10-08,2026-10-08,40197,AI Studio,2024-09-26,JP,35868,www.orchardvision.com,Inbound
001000000000000962,LarkLogic Partners,Enterprise,Medium,Platinum,Manufacturing,NA-West,Active,2025-08-31,2026-08-31,1079519,Data Sync,2021-04-25,JP,27512,www.larklogic.com,Event
001000000000000963,EmeraldSignal Global,SMB,High,Gold,Logistics,NA-East,Active,2026-12-04,2027-12-04,67798,Data Sync,2021-10-15,BR,38930,www.emeraldsignal.com,Outbound
001000000000000964,EmeraldCore Industries,Enterprise,Medium,Silver,Energy,EMEA,Active,2026-03-07,2027-03-07,714327,Edge Connect,2023-07-28,AU,36352,www.emeraldcore.com,Partner
001000000000000965,AtlasPulse Industries,Enterprise,Medium,Silver,Telecom,NA-West,Active,2026-11-29,2027-11-29,195692,Analytics Suite,2023-08-05,AU,47112,www.atlaspulse.com,Inbound
001000000000000966,CedarCloud Holdings,SMB,Medium,Silver,Telecom,EMEA,Active,2025-11-02,2026-11-02,62857,Core Platform,2021-12-28,BR,2613,www.cedarcloud.com,Inbound
001000000000000967,MeridianSystems Inc,SMB,Medium,Gold,Education,EMEA,Active,2025-08-31,2026-08-31,40440,AI Studio,2019-06-19,FR,36744,www.meridiansystems.com,Inbound
001000000000000968,AuroraByte Systems,SMB,Medium,Silver,Retail,NA-West,Active,2025-10-08,2026-10-08,51567,AI Studio,2023-07-02,JP,33029,www.aurorabyte.com,Event
001000000000000969,KeystoneCompute Partners,SMB,High,Silver,Energy,NA-West,Active,2026-01-26,2027-01-26,24171,Analytics Suite,2021-10-01,DE,20199,www.keystonecompute.com,Partner
001000000000000970,CobaltSignal Solutions,Enterprise,High,Silver,Media,NA-West,Active,2026-03-06,2027-03-06,784372,Core Platform,2021-12-18,UK,15667,www.cobaltsignal.com,Outbound
001000000000000971,SableLoop Corp,SMB,Low,Silver,Education,EMEA,Active,2025-07-19,2026-07-19,31082,Analytics Suite,2025-04-09,SG,19836,www.sableloop.com,Outbound
001000000000000972,KeystoneCloud Partners,Enterprise,Medium,Gold,Media,NA-West,Active,2026-11-25,2027-11-25,86124,Core Platform,2019-06-06,FR,19991,www.keystonecloud.com,Inbound
001000000000000973,NorthPulse Partners,Enterprise,Medium,Gold,Retail,NA-West,Active,2025-10-20,2026-10-20,588295,Edge Connect,2023-07-29,DE,4757,www.northpulse.com,Inbound
001000000000000974,QuantumLogic Global,SMB,Low,Bronze,Technology,LATAM,Active,2026-11-03,2027-11-03,14997,Core Platform,2022-12-22,DE,28828,www.quantumlogic.com,Event
001000000000000975,GraniteSystems Inc,SMB,Medium,Bronze,Telecom,NA-East,Active,2026-08-27,2027-08-27,33666,Analytics Suite,2024-12-14,FR,59369,www.granitesystems.com,Event
001000000000000976,IronCore Industries,SMB,Low,Silver,Biotech,NA-East,Active,2026-01-22,2027-01-22,26774,Analytics Suite,2025-05-29,AU,29994,www.ironcore.com,Outbound
001000000000000977,NovaMicro Partners,Enterprise,Medium,Platinum,Energy,APAC,Active,2026-11-09,2027-11-09,631304,Analytics Suite,2021-06-21,DE,54107,www.novamicro.com,Inbound
001000000000000978,OnyxAnalytics Holdings,SMB,Low,Platinum,Public Sector,APAC,Active,2026-02-02,2027-02-02,36147,Analytics Suite,2023-04-20,JP,54746,www.onyxanalytics.com,Inbound
001000000000000979,HarborCloud Technologies,Enterprise,Medium,Platinum,Retail,EMEA,Active,2025-10-27,2026-10-27,307396,AI Studio,2023-12-27,IN,49794,www.harborcloud.com,Inbound
001000000000000980,BlueByte Technologies,SMB,Low,Gold,Media,EMEA,Expired,2025-06-16,2026-06-16,51313,Core Platform,2024-06-19,UK,3592,www.bluebyte.com,Outbound
001000000000000981,SableAnalytics LLC,SMB,High,Platinum,Retail,APAC,Expired,2025-03-06,2026-03-06,8741,Data Sync,2023-04-05,US,22207,www.sableanalytics.com,Outbound
001000000000000982,CascadeAnalytics Group,SMB,Low,Gold,Financial Services,NA-East,Active,2025-09-13,2026-09-13,54364,Analytics Suite,2021-01-07,JP,37258,www.cascadeanalytics.com,Event
001000000000000983,Allied Sphere Global,Enterprise,Medium,Silver,Telecom,LATAM,Active,2026-05-06,2027-05-06,900367,Analytics Suite,2023-03-29,BR,51821,www.allied.com,Event
001000000000000984,VanguardMicro Co,SMB,Medium,Silver,Financial Services,APAC,Active,2026-12-16,2027-12-16,15237,AI Studio,2021-04-07,AU,12201,www.vanguardmicro.com,Inbound
001000000000000985,BeaconAnalytics Systems,Enterprise,High,Silver,Retail,LATAM,Active,2026-09-15,2027-09-15,703821,Core Platform,2023-11-04,FR,19367,www.beaconanalytics.com,Partner
001000000000000986,SummitWave Partners,Enterprise,Low,Silver,Biotech,LATAM,Active,2026-03-11,2027-03-11,858527,Analytics Suite,2025-04-01,UK,55545,www.summitwave.com,Partner
001000000000000987,OnyxByte Partners,Enterprise,Low,Silver,Telecom,NA-East,Active,2025-07-25,2026-07-25,810705,AI Studio,2023-03-08,IN,853,www.onyxbyte.com,Event
001000000000000988,LarkLogic Inc,Enterprise,Medium,Silver,Biotech,LATAM,Expired,2025-05-12,2026-05-12,760315,AI Studio,2022-06-12,AU,26553,www.larklogic.com,Event
001000000000000989,PioneerMetric Group,SMB,High,Silver,Retail,LATAM,Active,2025-08-17,2026-08-17,26583,Core Platform,2022-10-06,SG,47448,www.pioneermetric.com,Outbound
001000000000000990,BrightCloud Holdings,SMB,Medium,Gold,Energy,EMEA,Active,2026-01-12,2027-01-12,41459,Edge Connect,2021-01-18,JP,43862,www.brightcloud.com,Outbound
001000000000000991,NorthLink Systems,Enterprise,High,Bronze,Public Sector,LATAM,Active,2026-03-12,2027-03-12,1133632,AI Studio,2020-05-19,UK,7862,www.northlink.com,Inbound
001000000000000992,SilverNexus Holdings,Enterprise,High,Bronze,Financial Services,LATAM,Expired,2024-10-30,2025-10-30,307442,Core Platform,2020-11-16,SG,27577,www.silvernexus.com,Outbound
001000000000000993,Allied Labs Systems,SMB,Medium,Platinum,Technology,NA-West,Active,2026-04-22,2027-04-22,37218,Data Sync,2023-10-17,FR,42005,www.allied.com,Partner
001000000000000994,SterlingNetworks Technologies,Enterprise,Medium,Bronze,Education,LATAM,Active,2026-03-11,2027-03-11,398557,Data Sync,2021-06-22,SG,17328,www.sterlingnetworks.com,Inbound
001000000000000995,UnionSignal Partners,SMB,High,Silver,Public Sector,LATAM,Active,2026-09-11,2027-09-11,68609,Edge Connect,2020-03-08,UK,55578,www.unionsignal.com,Event
001000000000000996,NovaFabric LLC,SMB,Low,Bronze,Education,NA-West,Expired,2025-04-19,2026-04-19,20422,AI Studio,2022-12-26,IN,30798,www.novafabric.com,Partner
001000000000000997,VanguardSignal Global,Enterprise,High,Silver,Education,NA-West,Active,2025-12-19,2026-12-19,551946,Analytics Suite,2024-10-13,AU,2474,www.vanguardsignal.com,Partner
001000000000000998,NovaCompute Holdings,Enterprise,High,Platinum,Healthcare,NA-East,Active,2025-07-31,2026-07-31,910619,AI Studio,2023-06-15,US,54898,www.novacompute.com,Event
001000000000000999,Standard Metric Solutions,Enterprise,High,Gold,Biotech,NA-East,Active,2026-04-18,2027-04-18,842118,Analytics Suite,2024-06-06,US,5496,www.standard.com,Inbound
001000000000001000,CrownStream Systems,SMB,Medium,Silver,Healthcare,NA-West,Active,2025-12-02,2026-12-02,65387,Edge Connect,2025-06-11,DE,10053,www.crownstream.com,Outbound
001000000000001001,GraniteCloud Industries,Enterprise,Medium,Silver,Education,NA-East,Active,2026-10-30,2027-10-30,961422,Edge Connect,2024-04-08,JP,26402,www.granitecloud.com,Inbound
001000000000001002,LarkStream Systems,Enterprise,Low,Platinum,Retail,NA-West,Active,2026-11-20,2027-11-20,657169,Analytics Suite,2022-12-25,SG,44652,www.larkstream.com,Partner
001000000000001003,BeaconVector Co,SMB,Medium,Platinum,Public Sector,APAC,Active,2025-08-22,2026-08-22,8023,Edge Connect,2024-03-16,UK,29536,www.beaconvector.com,Partner
001000000000001004,Pan-Atlantic Pulse Systems,SMB,High,Gold,Logistics,LATAM,Expired,2024-11-04,2025-11-04,24289,Analytics Suite,2023-12-06,DE,26795,www.pan-atlantic.com,Partner
001000000000001005,BrightAnalytics Holdings,Enterprise,Medium,Platinum,Manufacturing,APAC,Active,2026-07-06,2027-07-06,637252,Data Sync,2023-12-23,UK,57188,www.brightanalytics.com,Inbound
001000000000001006,VertexTech Holdings,SMB,High,Silver,Healthcare,LATAM,Active,2025-09-25,2026-09-25,16551,AI Studio,2022-05-07,BR,49709,www.vertextech.com,Inbound
001000000000001007,BeaconVector Corp,Enterprise,Medium,Silver,Financial Services,NA-East,Active,2025-10-01,2026-10-01,882993,AI Studio,2023-11-22,AU,52843,www.beaconvector.com,Event
001000000000001008,PacificSignal Group,Enterprise,Low,Gold,Telecom,EMEA,Expired,2025-05-23,2026-05-23,1048530,Analytics Suite,2022-04-18,DE,50310,www.pacificsignal.com,Outbound
001000000000001009,BrightTech Systems,SMB,Low,Bronze,Energy,EMEA,Active,2025-11-07,2026-11-07,67430,AI Studio,2021-09-06,FR,9488,www.brighttech.com,Event
001000000000001010,CopperGrid Group,Enterprise,Medium,Silver,Manufacturing,LATAM,Expired,2024-10-01,2025-10-01,713207,Analytics Suite,2020-01-31,JP,59434,www.coppergrid.com,Inbound
001000000000001011,GraniteData Holdings,SMB,High,Silver,Public Sector,APAC,Active,2026-08-27,2027-08-27,69813,Data Sync,2019-06-28,BR,31630,www.granitedata.com,Outbound
001000000000001012,GraniteSphere Global,Enterprise,High,Silver,Manufacturing,APAC,Active,2026-11-05,2027-11-05,1136421,Core Platform,2022-11-03,IN,333,www.granitesphere.com,Outbound
001000000000001013,CobaltLogic LLC,SMB,High,Silver,Biotech,NA-East,Active,2026-08-27,2027-08-27,50101,AI Studio,2023-03-18,JP,5875,www.cobaltlogic.com,Partner
001000000000001014,UnionSoft Inc,Enterprise,Medium,Gold,Biotech,NA-East,Active,2026-11-01,2027-11-01,1013230,Data Sync,2019-11-07,US,31958,www.unionsoft.com,Inbound
001000000000001015,Allied Digital Partners,Enterprise,High,Gold,Telecom,NA-East,Active,2025-08-12,2026-08-12,161585,Data Sync,2023-05-25,SG,7053,www.allied.com,Event
001000000000001016,VertexVision Partners,SMB,Medium,Silver,Healthcare,NA-West,Active,2026-09-03,2027-09-03,48069,AI Studio,2025-01-10,JP,9785,www.vertexvision.com,Inbound
001000000000001017,DeltaLoop Co,Enterprise,High,Silver,Healthcare,APAC,Active,2026-06-29,2027-06-29,673567,Analytics Suite,2020-05-14,UK,6459,www.deltaloop.com,Partner
001000000000001018,SilverNexus Technologies,SMB,Medium,Gold,Energy,APAC,Active,2025-08-22,2026-08-22,5759,Core Platform,2022-03-12,SG,31879,www.silvernexus.com,Outbound
001000000000001019,SummitStream Group,SMB,High,Silver,Retail,NA-West,Active,2026-06-30,2027-06-30,16511,Analytics Suite,2025-05-12,IN,41630,www.summitstream.com,Outbound
001000000000001020,CopperCompute Industries,Enterprise,Medium,Silver,Education,NA-East,Active,2025-09-20,2026-09-20,1003806,Core Platform,2023-01-18,BR,54115,www.coppercompute.com,Inbound
001000000000001021,EmeraldSoft Group,SMB,Medium,Bronze,Media,NA-West,Active,2026-06-14,2027-06-14,36995,Data Sync,2024-05-20,BR,21075,www.emeraldsoft.com,Outbound
001000000000001022,SableSystems Industries,Enterprise,Medium,Bronze,Financial Services,LATAM,Active,2025-09-17,2026-09-17,275873,Edge Connect,2022-06-04,SG,46484,www.sablesystems.com,Partner
001000000000001023,RidgeSphere Industries,Enterprise,Medium,Bronze,Logistics,EMEA,Active,2026-02-28,2027-02-28,1099367,Edge Connect,2019-06-07,AU,59374,www.ridgesphere.com,Outbound
001000000000001024,CedarCloud Industries,SMB,Low,Bronze,Retail,EMEA,Active,2025-08-09,2026-08-09,30814,AI Studio,2023-08-11,DE,34095,www.cedarcloud.com,Outbound
001000000000001025,UnionFabric Group,Enterprise,Medium,Platinum,Energy,LATAM,Active,2026-06-29,2027-06-29,872727,AI Studio,2020-03-08,AU,18787,www.unionfabric.com,Partner
001000000000001026,SableFabric Industries,Enterprise,Low,Silver,Financial Services,APAC,Active,2026-08-11,2027-08-11,378394,Data Sync,2021-10-09,US,7684,www.sablefabric.com,Event
001000000000001027,Standard Wave Group,Enterprise,High,Silver,Telecom,LATAM,Active,2026-03-06,2027-03-06,706879,AI Studio,2022-04-30,FR,19074,www.standard.com,Outbound
001000000000001028,Consolidated Logic LLC,SMB,Medium,Gold,Manufacturing,EMEA,Expired,2025-05-18,2026-05-18,54115,Edge Connect,2024-07-31,UK,42450,www.consolidated.com,Event
001000000000001029,UnionSphere Partners,Enterprise,Low,Gold,Financial Services,APAC,Active,2025-09-12,2026-09-12,668826,Data Sync,2023-02-04,DE,26249,www.unionsphere.com,Outbound
001000000000001030,OnyxWorks Holdings,SMB,Low,Bronze,Public Sector,NA-West,Active,2025-10-03,2026-10-03,52100,Edge Connect,2021-08-27,JP,14971,www.onyxworks.com,Inbound
001000000000001031,MeridianSoft Corp,Enterprise,Low,Gold,Telecom,EMEA,Expired,2024-12-21,2025-12-21,589284,AI Studio,2021-01-11,FR,12095,www.meridiansoft.com,Event
001000000000001032,Consolidated Tech Solutions,SMB,Low,Bronze,Public Sector,EMEA,Active,2026-07-02,2027-07-02,35567,AI Studio,2019-06-13,SG,27264,www.consolidated.com,Event
001000000000001033,PioneerLogic Holdings,Enterprise,Low,Platinum,Telecom,NA-West,Active,2025-08-08,2026-08-08,997488,Data Sync,2023-10-21,UK,36425,www.pioneerlogic.com,Partner
001000000000001034,Meridian Networks Industries,Enterprise,Low,Silver,Healthcare,NA-West,Active,2026-09-10,2027-09-10,1061880,Data Sync,2023-12-02,JP,39890,www.meridian.com,Outbound
001000000000001035,OnyxMicro Systems,SMB,Low,Bronze,Media,LATAM,Active,2026-10-26,2027-10-26,67610,AI Studio,2020-07-22,UK,29274,www.onyxmicro.com,Partner
001000000000001036,SterlingLogic Inc,Enterprise,High,Silver,Logistics,LATAM,Active,2026-02-16,2027-02-16,492267,Core Platform,2022-10-12,UK,36726,www.sterlinglogic.com,Outbound
001000000000001037,MapleGrid Solutions,Enterprise,Medium,Gold,Logistics,NA-East,Active,2026-05-11,2027-05-11,1110521,Analytics Suite,2023-05-14,FR,17530,www.maplegrid.com,Partner
001000000000001038,QuantumLink Partners,SMB,Medium,Platinum,Financial Services,EMEA,Active,2025-11-22,2026-11-22,20006,AI Studio,2023-05-24,SG,53742,www.quantumlink.com,Partner
001000000000001039,OnyxSystems Systems,SMB,High,Bronze,Financial Services,NA-West,Active,2025-08-20,2026-08-20,22597,Core Platform,2025-01-26,US,45705,www.onyxsystems.com,Outbound
001000000000001040,DeltaLink Systems,SMB,High,Gold,Manufacturing,NA-East,Expired,2024-11-09,2025-11-09,59742,Analytics Suite,2025-04-01,DE,19976,www.deltalink.com,Partner
001000000000001041,CopperSignal Solutions,SMB,Medium,Silver,Logistics,NA-East,Expired,2024-09-20,2025-09-20,30361,AI Studio,2024-04-10,BR,11610,www.coppersignal.com,Inbound
001000000000001042,UnionDigital Holdings,Enterprise,High,Bronze,Logistics,APAC,Active,2026-06-01,2027-06-01,357420,Data Sync,2022-05-18,JP,20872,www.uniondigital.com,Event
001000000000001043,OrchardWave Holdings,Enterprise,High,Gold,Energy,NA-West,Active,2025-10-07,2026-10-07,600303,Data Sync,2023-09-09,SG,28291,www.orchardwave.com,Inbound
